Country Name,"Country Code","Series","Series Code","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
Senegal,"SEN","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","0.59","..","..","..","..","..","..",".."
Senegal,"SEN","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.07","..","..","..","..","..","..",".."
Senegal,"SEN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.04","..","..","..","..","..","..",".."
Senegal,"SEN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","2.18","..","..","..","..","..","..",".."
Senegal,"SEN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","2.74","..","..","..","..","..","..",".."
Senegal,"SEN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","43.40694","..","47.35048","..","37.73147","..","..","..","43.96332"
Senegal,"SEN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","31.24497","..","34.09988","..","26.79452","..","..","..","29.33113"
Senegal,"SEN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","57.84135","..","64.74102","..","49.73747","..","..","..","60.29539"
Senegal,"SEN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","412"
Senegal,"SEN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","417"
Senegal,"SEN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","408"
Senegal,"SEN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","12.38079","13.2739","13.52021","13.98785","13.80711","13.42964","14.17593","15.08167","15.13193","16.06247","16.28098"
Senegal,"SEN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","18.49306","..","..","..","..","..","..","..","..","17.27256"
Senegal,"SEN","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","19.75619","..","20.97564","..","..","..","..","..","..","22.16514"
Senegal,"SEN","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","29.79093","32.57117","21.32549","21.32204","21.36959","21.87445","22.63597","23.90086","29.38605"
Senegal,"SEN","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","24.12291","..","..","..","..","..","..","..","..","32.67743"
Serbia,"SRB","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","5.97","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","6.03","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","3.97","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","4.35","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.47","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.44","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","10.39","..","..","..","..","..","..",".."
Serbia,"SRB","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","10.85","..","..","..","..","..","..",".."
Serbia,"SRB","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","99.2667","..","..","..","..","99.45279",".."
Serbia,"SRB","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","99.07843","..","..","..","..","99.39394",".."
Serbia,"SRB","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","99.45911","..","..","..","..","99.51265",".."
Serbia,"SRB","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","521"
Serbia,"SRB","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","520"
Serbia,"SRB","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","523"
Serbia,"SRB","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","0.03089","0.05452","0.09455","0.08476","0.08244","0.08569","0.08362","0.07866","0.10601","0.13247","0.17512"
Serbia,"SRB","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","0.02002","0.0359","0.06715","0.06777","0.05993","0.08171","0.08664","0.09503","0.10299","0.11015","0.11769"
Serbia,"SRB","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","0.21442","0.24094","0.52018","0.469","0.76934","0.49234","0.42589","0.41284","0.46852","0.53647","0.62816"
Serbia,"SRB","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","17.73836","18.68187","16.52673","17.10621","16.00831","14.84777","14.40366","13.18418","12.87735","12.52308"
Serbia,"SRB","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","0.43184","0.46883","1.01659","0.89421","1.49057","0.90228","0.761","0.7394","0.87183","1.01911","1.20849"
Seychelles,"SYC","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","95.68287","..","..","..","..","..","..",".."
Seychelles,"SYC","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","96.69328","..","..","..","..","..","..",".."
Seychelles,"SYC","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","94.72741","..","..","..","..","..","..",".."
Seychelles,"SYC","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","463"
Seychelles,"SYC","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Seychelles,"SYC","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","6.18231","7.76532","8.16327","8.82353","8.84416","9.98736","10.53905","10.71266","11.10987","10.89153",".."
Seychelles,"SYC","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","5.79504","6.32294","7.24543","7.13805","8.04975","7.58621","8.42975","9.5418","10.32634","10.5606",".."
Seychelles,"SYC","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","5.91953","..","..","6.73815","7.99944","7.51928","9.21822","9.83922","10.9413","11.88199",".."
Seychelles,"SYC","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","0","0","0","100","100","..","0","0","0",".."
Seychelles,"SYC","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","6.10456","..","..","6.16328","7.92426","7.44056","10.28846","10.25304","11.79124","13.70038",".."
Sierra Leone,"SLE","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","2.18","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","2.67","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","1.13","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","1.49","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.07","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.03","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","3.34","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","4.23","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","23.95316","..","..","..",".."
Sierra Leone,"SLE","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","14.75123","..","..","..",".."
Sierra Leone,"SLE","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","34.78517","..","..","..",".."
Sierra Leone,"SLE","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","316"
Sierra Leone,"SLE","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","318"
Sierra Leone,"SLE","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","314"
Sierra Leone,"SLE","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","3.47308","4.8997","7.78951","..","4.38877","5.28749","5.56923"
Sierra Leone,"SLE","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","5.62275","7.66758","6.86612","..","6.15411","7.24205","8.10433"
Sierra Leone,"SLE","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","10.78978","8.49077","6.97137","..","7.65868","9.27708","10.0575"
Sierra Leone,"SLE","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
Sierra Leone,"SLE","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","22.46057","10.30948","7.17881","..","10.38316","13.03318","13.46773"
Singapore,"SGP","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","4.81","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","5","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","4.26","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","4.46","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","1.35","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","1.26","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","10.34","..","..","..","..","..","..",".."
Singapore,"SGP","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","10.81","..","..","..","..","..","..",".."
Singapore,"SGP","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","98.04922","97.35692","97.48292","97.61308","97.74351","98.76398","97.99731",".."
Singapore,"SGP","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","97.52262","98.71039","96.25531","96.44466","96.63932","98.52617","97.01817",".."
Singapore,"SGP","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","98.59787","98.71039","98.77792","98.84876","98.91571","99.01531","99.04367",".."
Singapore,"SGP","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","581"
Singapore,"SGP","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","577"
Singapore,"SGP","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","585"
Singapore,"SGP","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","5.33143","6.81739","7.58583","..","..","..","..","..","..","3.94145",".."
Singapore,"SGP","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","7.86833","7.58044","8.04637","..","..","..","..","..","..","6.40408",".."
Singapore,"SGP","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","5.88583","5.96468","6.36759","..","..","..","..","..","..","4.4686",".."
Singapore,"SGP","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","60.59784","60.94979","61.79362","64.32157","65.30717","66.02441","..","..","..","35.52236",".."
Singapore,"SGP","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","4.04937","4.48287","4.85462","..","..","..","..","..","..","2.77668",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","93.23889","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","92.72056","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","100","..","100","100","..",".."
Sint Maarten (Dutch part),"SXM","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","92.15686","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","8.09","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","8.04","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","4.11","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","4.24","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.54","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.57","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","12.77","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","12.82","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Slovak Republic,"SVK","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","500"
Slovak Republic,"SVK","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","498"
Slovak Republic,"SVK","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","503"
Slovak Republic,"SVK","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","5.29852","5.52879","5.75239","5.95092","6.15354","6.29117","6.49316","6.72277","7.05289","7.32173",".."
Slovak Republic,"SVK","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","6.09668","6.2939","6.39862","6.40127","6.42688","6.60796","6.74215","7.2904","7.56019","7.77095",".."
Slovak Republic,"SVK","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","8.47824","8.8733","9.27793","9.62111","9.81426","10.15573","10.64489","10.83498","10.89857","11.15452",".."
Slovak Republic,"SVK","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","7.30849","10.6965","13.35506","16.47067","16.94218","18.17635","17.64888","16.9529","15.95423","13.5611",".."
Slovak Republic,"SVK","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","11.1566","11.71066","12.34311","12.97018","13.42338","14.03862","15.19526","15.23103","15.1252","15.51212",".."
Slovenia,"SVN","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","6.47","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","6.39","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","4.69","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","4.84","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.66","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.74","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","11.9","..","..","..","..","..","..",".."
Slovenia,"SVN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","11.89","..","..","..","..","..","..",".."
Slovenia,"SVN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","99.7","..","..",".."
Slovenia,"SVN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","99.7","..","..",".."
Slovenia,"SVN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","99.73","..","..",".."
Slovenia,"SVN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","532"
Slovenia,"SVN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","526"
Slovenia,"SVN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","538"
Slovenia,"SVN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","0.13538","0.15844","0.30158","0.38079","0.43947","0.53536","0.61895","0.67355","0.7243","0.75776",".."
Slovenia,"SVN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","0.15641","0.16356","0.12776","0.11107","0.14418","0.19666","0.28406","0.31031","0.38282","0.49107",".."
Slovenia,"SVN","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","1.37834","1.43087","1.45698","1.4846","1.49191","1.52699","2.44912","2.14425","2.34001","4.19219",".."
Slovenia,"SVN","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","10.4723","11.49552","11.9922","13.41481","13.94422","13.55442","14.31642","13.37644","13.08751","13.7095",".."
Slovenia,"SVN","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","2.13034","2.24025","2.32804","2.38877","2.39472","2.42804","3.71943","3.24526","3.54532","6.27131",".."
Small states,"SST","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
Small states,"SST","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
Solomon Islands,"SLB","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
