country,year,Region,inc,yrs.sch,overall,primary,secondary,higher,Prim..10,Sec..11,Higher..12,primary.soc,secondary.soc,higher.soc,male,female,private,public,source
Indonesia,1990,East Asia and Pacific,Middle,NA,NA,3.7,12.2,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1994,East Asia and Pacific,Middle,NA,NA,3.7,12.2,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1992,East Asia and Pacific,Middle,NA,NA,3.4,12.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1996,East Asia and Pacific,Middle,NA,NA,3.4,12.9,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1998,East Asia and Pacific,Middle,NA,NA,9.6,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,2000,East Asia and Pacific,Middle,NA,NA,9.1,18,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,2002,East Asia and Pacific,Middle,NA,NA,4.5,20.8,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1890,East Asia and Pacific,Middle,NA,NA,20.8,22.1,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1900,East Asia and Pacific,Middle,NA,NA,18.8,31.2,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1910,East Asia and Pacific,Middle,NA,NA,16.9,40.7,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1930,East Asia and Pacific,Middle,NA,NA,22.3,50.2,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1920,East Asia and Pacific,Middle,NA,NA,15.1,50.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1940,East Asia and Pacific,Middle,NA,NA,22.7,59.4,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Iran,1972,Middle East and North Africa,Middle,NA,NA,NA,NA,NA,NA,NA,NA,34,11.5,15,NA,NA,NA,NA,Psacharopoulos (1985)
Iran,1976,Middle East and North Africa,Middle,2.7,11.6,NA,NA,NA,NA,21.2,18.5,15.2,17.6,13.6,NA,NA,NA,NA,Psacharopoulos (1994)
Iran,1987,Middle East and North Africa,Middle,4.4,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salehi, Tunali, Assaad (2009)"
Iran,2001,Middle East and North Africa,Middle,7.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salehi, Tunali, Assaad (2009)"
Iran,2006,Middle East and North Africa,Middle,9,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salehi, Tunali, Assaad (2009)"
Iraq,2006,Middle East and North Africa,Middle,6.194,0.7,2.2,1.5,0.9,NA,NA,NA,NA,NA,NA,0.5,3,NA,NA,"Peet, Fink and Fawzi (2015)"
Ireland,1985,Advanced Economies,High,10,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Ireland,1987,Advanced Economies,High,10.1,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Ireland,1994,Advanced Economies,High,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.7,NA,NA,"Harmon, Oosterbeek and Walker (2003)"
Ireland,1994,Advanced Economies,High,10.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Ireland,1995,Advanced Economies,High,10.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trostel, Walker and Woolley (2002)"
Ireland,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,20.85,17,NA,6.15,15.35,NA,NA,NA,NA,OECD (2013)
Israel,1958,Advanced Economies,High,NA,NA,NA,NA,NA,27,6.9,8,16.5,6.9,6.6,NA,NA,NA,NA,Psacharopoulos (1994)
Israel,1979,Advanced Economies,High,11.2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Israel,1985,Advanced Economies,High,10.5,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Israel,1990,Advanced Economies,High,10.8,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Israel,1995,Advanced Economies,High,11.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.9,NA,NA,"Harmon, Oosterbeek and Walker (2003); Kaboski (2003)"
Israel,2001,Advanced Economies,High,11.95,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Israel,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,10.2,10.8,NA,3.1,9.2,NA,NA,NA,NA,OECD (2013)
Israel,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,11.05,12.1,NA,5.15,9.45,NA,NA,NA,NA,OECD (2015)
Italy,1969,Advanced Economies,High,NA,NA,NA,NA,NA,NA,17.3,18.3,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Italy,1977,Advanced Economies,High,6.2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1977,Advanced Economies,High,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1978,Advanced Economies,High,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,4.4,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1979,Advanced Economies,High,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4.4,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1980,Advanced Economies,High,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,4.5,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1981,Advanced Economies,High,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4.2,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1982,Advanced Economies,High,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1983,Advanced Economies,High,7,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.52,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1984,Advanced Economies,High,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3.7,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1985,Advanced Economies,High,7.2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,3.92,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1986,Advanced Economies,High,7.3,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.8,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1987,Advanced Economies,High,7.4,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,4,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1989,Advanced Economies,High,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.6,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1991,Advanced Economies,High,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.599,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1993,Advanced Economies,High,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,6.9,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1994,Advanced Economies,High,8.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brunello and Miniaci (1997)
Italy,1995,Advanced Economies,High,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.1,NA,NA,"Brunello, Comi and Lucifora (1999)"
Italy,1995,Advanced Economies,High,8.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,7.7,NA,NA,"Harmon, Oosterbeek and Walker (2003); Martins and Pereira (2004)"
Italy,2001,Advanced Economies,High,9.94,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Italy,2008,Advanced Economies,High,NA,NA,NA,NA,NA,NA,8.25,7.5,NA,5.6,9.05,NA,NA,NA,NA,OECD (2013)
Italy,2010,Advanced Economies,High,NA,NA,NA,NA,NA,NA,8.05,9.5,NA,6.55,8.6,NA,NA,NA,NA,OECD (2015)
Italy,1993,Advanced Economies,High,NA,NA,3.88,10.53333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brunello and Miniaci (1997)
Jamaica,1989,Latin America and Caribbean,Middle,7.1,28.8,NA,NA,NA,20.4,15.7,NA,17.7,7.9,NA,12.3,21.5,24.9,16,Psacharopoulos (1994)
Japan,1967,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1985)
Japan,1970,Advanced Economies,High,7.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1981)
Japan,1970,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,6.5,Psacharopoulos (1985)
Japan,1976,Advanced Economies,High,11.1,6.5,NA,NA,NA,13.4,10.4,8.8,9.6,8.6,6.9,NA,NA,NA,NA,Psacharopoulos (1994)
Japan,1978,Advanced Economies,High,9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohn and Addison (1998)
Japan,1980,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1985)
Japan,1988,Advanced Economies,High,9.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohn and Addison (1998)
Japan,1995,Advanced Economies,High,10.6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trostel, Walker and Woolley (2002)"
Japan,2007,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,7.3,NA,NA,NA,NA,OECD (2013)
Jordan,2001,Middle East and North Africa,Middle,7.69,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Kazakhstan,1996,Europe and Central Asia,Middle,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Kazakhstan,2001,Europe and Central Asia,Middle,9.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.5,NA,NA,Arabsheibani and Mussurov (2006)
Kenya,1970,Sub-Saharan Africa,Middle,3.5,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Kenya,1980,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,NA,16,NA,NA,10,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Kenya,1980,Sub-Saharan Africa,Middle,3.4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Kenya,1986,Sub-Saharan Africa,Middle,4.1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dabalen (1998)
Kenya,1995,Sub-Saharan Africa,Middle,6.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banerjee and Duflo (2005)
Kenya,1993,Sub-Saharan Africa,Middle,NA,NA,25,7,35,NA,NA,NA,13,6,17,NA,NA,NA,NA,Appleton (2000)
Kenya,1978,Sub-Saharan Africa,Middle,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1993,Sub-Saharan Africa,Middle,NA,NA,4,12,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1995,Sub-Saharan Africa,Middle,NA,NA,2,12,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1993,Sub-Saharan Africa,Middle,NA,NA,5,13,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1986,Sub-Saharan Africa,Middle,NA,NA,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1986,Sub-Saharan Africa,Middle,NA,NA,5,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1994,Sub-Saharan Africa,Middle,NA,NA,10.5,16.25,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kabubo-Mariara (2003)
Kenya,1986,Sub-Saharan Africa,Middle,NA,NA,22,17,31,NA,NA,NA,13,14,10,NA,NA,NA,NA,Appleton (2000)
Kenya,1978,Sub-Saharan Africa,Middle,NA,NA,24,23,13,NA,NA,NA,13,20,2,NA,NA,NA,NA,Appleton (2000)
Kenya,1978,Sub-Saharan Africa,Middle,NA,NA,10,34,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1986,Sub-Saharan Africa,Middle,NA,NA,13,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
Kenya,1978,Sub-Saharan Africa,Middle,NA,NA,18,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wambugu (2002)
South Korea,1967,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,Psacharopoulos (1985)
South Korea,1975,Advanced Economies,High,7.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
South Korea,1976,Advanced Economies,High,7.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,1.7,NA,NA,Psacharopoulos (1994)
South Korea,1980,Advanced Economies,High,8.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,5,NA,NA,Psacharopoulos (1994)
South Korea,1982,Advanced Economies,High,8.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,8.9,NA,NA,Choi (1993); Psacharopoulos and Patrinos (2004)
South Korea,1986,Advanced Economies,High,NA,NA,NA,NA,NA,NA,10.1,17.9,NA,8.8,15.5,NA,NA,NA,NA,Ryoo (1988)
South Korea,1986,Advanced Economies,High,8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
South Korea,1998,Advanced Economies,High,10.9,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lee and Lee (2006)
South Korea,2002,Advanced Economies,High,11.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,8.1,NA,NA,"Kwack, Lee and Choi (2007)"
South Korea,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,11.7,12.3,NA,1.75,11.95,NA,NA,NA,NA,OECD (2013)
South Korea,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,3.65,5.85,NA,-0.7,-0.05,NA,NA,NA,NA,OECD (2015)
Kuwait,1983,Middle East and North Africa,High,8.9,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Kuwait,1985,Middle East and North Africa,High,5.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Kuwait,1996,Middle East and North Africa,High,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.3,NA,NA,Shahin and Dibeh (2000)
Kuwait,2010,Middle East and North Africa,High,12.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.7,NA,NA,Alqattan (2012)
Kyrgyz Republic,1996,Europe and Central Asia,Middle,9.99925,4,-3.9,1.1,2.8,NA,NA,NA,NA,NA,NA,4.3,3.9,NA,NA,"Peet, Fink and Fawzi (2015)"
Kyrgyz Republic,1993,Europe and Central Asia,Middle,NA,NA,NA,3.2,3.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anderson and Pomfret (2000)
Kyrgyz Republic,1997,Europe and Central Asia,Middle,NA,NA,NA,6.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anderson and Pomfret (2000)
Latvia,1995,Europe and Central Asia,High,9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,1996,Europe and Central Asia,High,9.1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,1998,Europe and Central Asia,High,9.1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,1999,Europe and Central Asia,High,9.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,2000,Europe and Central Asia,High,9.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,2001,Europe and Central Asia,High,9.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,2002,Europe and Central Asia,High,9.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Latvia,2012,Europe and Central Asia,High,15.4,7.69,NA,NA,9.825,NA,NA,NA,NA,NA,NA,8,10,NA,NA,"Vilerts, Krasnopjorovs, Brekis (2015)"
Latvia,1997,Europe and Central Asia,High,NA,NA,NA,0.991666667,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hazans (2005)
Latvia,2000,Europe and Central Asia,High,NA,NA,NA,1.175,13.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hazans (2003)
Latvia,2002,Europe and Central Asia,High,NA,NA,NA,1.366666667,10.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hazans (2005)
Lebanon,2002,Middle East and North Africa,Middle,NA,NA,5.63,2.56,-1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dah and Hammami (2002)
Lesotho,1980,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,15.5,26.7,36.5,10.7,18.6,10.2,NA,NA,NA,NA,Psacharopoulos (1994)
Lesotho,1993,Sub-Saharan Africa,Middle,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,16.5,NA,NA,Psacharopoulos and Patrinos (2004)
Liberia,1983,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,99,30.5,17,41,17,8,NA,NA,NA,NA,Psacharopoulos (1994)
Lithuania,2000,Europe and Central Asia,High,NA,NA,NA,1.125,16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hazans (2003)
Luxembourg,2010,Advanced Economies,High,NA,NA,NA,NA,NA,NA,10.2,NA,NA,10.1,NA,NA,NA,NA,NA,OECD (2015)
Madagascar,1993,Sub-Saharan Africa,Low,6.1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cogneau (2003)
Malawi,1978,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA,NA,Psacharopoulos (1985)
Malawi,1982,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,15.7,16.8,46.6,14.7,15.2,11.5,NA,NA,NA,NA,Psacharopoulos (1994)
Malawi,2005,Sub-Saharan Africa,Low,4.4,10,NA,NA,NA,NA,NA,NA,11.4,12.8,35,9.7,11.35,NA,NA,Chirwa and Matita (2009)
Malawi,2012,Sub-Saharan Africa,Low,4.2,8.8,8.1,8.133333333,35.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gondwe (2015)
Malawi,2010,Sub-Saharan Africa,Low,5.266,12.1,9.8,9.2,12.8,NA,NA,NA,NA,NA,NA,11.8,13.2,NA,NA,"Peet, Fink and Fawzi (2015)"
Malaysia,1970,East Asia and Pacific,Middle,4.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopulos (1989)
Malaysia,1978,East Asia and Pacific,Middle,5.8,9.4,NA,NA,NA,NA,32.6,34.5,NA,NA,NA,5.3,8.199,NA,NA,Psacharopoulos (1994)
Malaysia,1984,East Asia and Pacific,Middle,6.7,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34,10.5,NA,NA,Milanovic (2006)
Malaysia,1989,East Asia and Pacific,Middle,6.9,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,10.54,NA,NA,Milanovic (2006)
Malaysia,1997,East Asia and Pacific,Middle,8.3,10.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,10.7,NA,NA,Milanovic (2006)
Malaysia,2002,East Asia and Pacific,Middle,9.2,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ismail (2007)
Malaysia,2004,East Asia and Pacific,Middle,9.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ismail (2007)
Malaysia,2007,East Asia and Pacific,Middle,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,14.5,NA,NA,Kenayathulla (2013)
Maldives,1998,South Asia,Middle,4.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.599177088,7.678,NA,NA,World Bank (2011)
Maldives,2004,South Asia,Middle,4.7,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.298089861,12.68,NA,NA,World Bank (2011)
Mali,2007,Sub-Saharan Africa,Low,NA,NA,11,40,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Malta,2001,Middle East and North Africa,High,8.32,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Mexico,1963,Latin America and Caribbean,Middle,NA,NA,NA,NA,NA,32,23,29,25,17,23,NA,NA,NA,NA,Psacharopoulos (1985)
Mexico,1963,Latin America and Caribbean,Middle,2.9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnoy (1967)
Mexico,1984,Latin America and Caribbean,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6.7,Psacharopoulos et. al. (1996)
Mexico,1984,Latin America and Caribbean,Middle,6.6,11.6,NA,NA,NA,21.6,15.1,21.7,19,9.6,12.9,14.1,15,15.4,8,Psacharopoulos (1994)
Mexico,1989,Latin America and Caribbean,Middle,7.5,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,17.1,NA,NA,Metzger and Patrinos (2005)
Mexico,1992,Latin America and Caribbean,Middle,NA,NA,NA,NA,NA,18.9,20.1,15.7,11.8,14.6,11.1,NA,NA,NA,NA,Cohn and Addison (1998)
Mexico,1992,Latin America and Caribbean,Middle,7.6,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos et. al. (1996)
Mexico,1997,Latin America and Caribbean,Middle,7.7,35.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banerjee and Duflo (2005)
Mexico,1998,Latin America and Caribbean,Middle,7.8,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Mexico,2000,Latin America and Caribbean,Middle,8.2,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,15.4,NA,NA,Metzger and Patrinos (2005)
Mexico,2002,Latin America and Caribbean,Middle,8.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,14.7,NA,NA,Metzger and Patrinos (2005)
Moldova,1998,Europe and Central Asia,Middle,8.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2008)"
Moldova,2003,Europe and Central Asia,Middle,9.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2008)"
Mongolia,2002,East Asia and Pacific,Middle,7.8,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patrinos, Ridao and Sakellariou (2009)"
Morocco,1970,Middle East and North Africa,Middle,2.9,15.8,NA,NA,NA,NA,NA,NA,50.5,10,13,NA,NA,NA,NA,Psacharopoulos (1994)
Morocco,2000,Middle East and North Africa,Middle,3.8945,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muller and Nordman (2004)
Morocco,2001,Middle East and North Africa,Middle,3.94,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Namibia,2003,Sub-Saharan Africa,Middle,5.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Godana and Ashipala (2006)
Nepal,1998,South Asia,Low,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.365349044,8.164,NA,NA,World Bank (2011)
Nepal,1999,South Asia,Low,3,9.7,NA,NA,NA,16.6,8.5,12,15.7,8.1,9.1,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Nepal,2008,South Asia,Low,4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.394358763,8.264,NA,NA,World Bank (2011)
Netherlands,1962,Advanced Economies,High,6.2,11,NA,NA,NA,NA,NA,NA,NA,5.2,5.5,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1965,Advanced Economies,High,NA,NA,NA,NA,NA,NA,8.5,10.4,NA,5.2,5.5,NA,NA,NA,NA,Psacharopoulos (1994)
Netherlands,1965,Advanced Economies,High,7.3,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1972,Advanced Economies,High,8.2,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1979,Advanced Economies,High,9.5,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1983,Advanced Economies,High,9.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Netherlands,1985,Advanced Economies,High,9.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1988,Advanced Economies,High,10.1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohn and Addison (1998)
